x,y,species max
287.0,287.0,0.21017599
288.0,288.0,0.21916495
289.0,289.0,0.58702
290.0,290.0,8.480877E-5
291.0,291.0,0.33853945
292.0,292.0,0.4363716
293.0,293.0,0.11255141
294.0,294.0,0.015085299
295.0,295.0,0.32434407
296.0,296.0,0.35744298
297.0,297.0,0.30123293
298.0,298.0,0.6785745
299.0,299.0,0.58236486
300.0,300.0,4.0830483E-4
301.0,301.0,4.4147318E-4
302.0,302.0,1.0728907E-4
303.0,303.0,0.276899
304.0,304.0,0.23974267
305.0,305.0,0.4338317
306.0,306.0,2.669408E-5
307.0,307.0,0.06373623
308.0,308.0,2.2283329E-4
309.0,309.0,0.13498953
310.0,310.0,7.0998113E-4
311.0,311.0,0.1247811
312.0,312.0,0.48560548
313.0,313.0,0.34413496
314.0,314.0,0.28309798
315.0,315.0,0.016880177
316.0,316.0,0.42807326
317.0,317.0,0.9901582
318.0,318.0,0.024910197
319.0,319.0,0.5873273
320.0,320.0,0.6565057
321.0,321.0,0.001724077
322.0,322.0,0.0031574874
323.0,323.0,0.010368623
324.0,324.0,0.00233798
325.0,325.0,0.11005094
326.0,326.0,0.18583308
327.0,327.0,0.28856277
328.0,328.0,6.6360476E-4
329.0,329.0,0.0032511076
330.0,330.0,0.33053908
331.0,331.0,0.3745137
332.0,332.0,0.31760466
333.0,333.0,0.004880523
334.0,334.0,0.8098114
335.0,335.0,0.08547835
336.0,336.0,7.4636744E-4
337.0,337.0,0.0011228563
338.0,338.0,0.37594646
339.0,339.0,0.10457348
340.0,340.0,0.07589906
341.0,341.0,0.4695303
342.0,342.0,6.1399995E-5
343.0,343.0,0.5187737
344.0,344.0,0.0152633
345.0,345.0,0.33833706
346.0,346.0,0.6528487
347.0,347.0,0.29097387
348.0,348.0,0.5552908
349.0,349.0,0.8141496
350.0,350.0,0.2175889
351.0,351.0,0.0022366678
352.0,352.0,0.5213358
353.0,353.0,0.033219922
354.0,354.0,0.6177775
355.0,355.0,0.28910223
356.0,356.0,2.7606127E-4
357.0,357.0,0.18707691
358.0,358.0,2.6924952E-4
359.0,359.0,0.04608528
360.0,360.0,0.23094206
361.0,361.0,0.36652064
362.0,362.0,0.3157007
363.0,363.0,0.5531457
364.0,364.0,0.0018658715
365.0,365.0,6.300704E-5
366.0,366.0,0.08593586
367.0,367.0,4.793278E-5
368.0,368.0,0.1649134
369.0,369.0,0.3967239
370.0,370.0,0.31079933
371.0,371.0,0.34029543
372.0,372.0,0.0058658305
373.0,373.0,0.00971074
374.0,374.0,0.42434224
375.0,375.0,0.31298733
376.0,376.0,0.070487596
377.0,377.0,0.44543555
378.0,378.0,0.30209932
379.0,379.0,0.45726824
380.0,380.0,0.6867672
381.0,381.0,7.853589E-5
382.0,382.0,0.3156884
383.0,383.0,0.01566989
384.0,384.0,0.26023754
385.0,385.0,0.045805216
386.0,386.0,0.3464481
387.0,387.0,3.3080243E-4
388.0,388.0,3.65052E-4
389.0,389.0,0.39569497
390.0,390.0,0.54794717
391.0,391.0,0.27187413
392.0,392.0,0.002241183
393.0,393.0,0.43118545
394.0,394.0,0.0028113094
395.0,395.0,0.3757353
396.0,396.0,0.74268335
397.0,397.0,0.17375705
398.0,398.0,0.1411617
399.0,399.0,0.55756617
400.0,400.0,0.55078703
401.0,401.0,9.976028E-5
402.0,402.0,0.085195936
403.0,403.0,0.00405218
404.0,404.0,8.665669E-5
405.0,405.0,0.46463016
406.0,406.0,0.9899793
407.0,407.0,0.31001595
408.0,408.0,0.26987594
409.0,409.0,0.3579546
410.0,410.0,0.067285374
411.0,411.0,2.760958E-5
412.0,412.0,0.19412392
413.0,413.0,1.9104306E-4
414.0,414.0,8.123008E-4
415.0,415.0,0.3488003
416.0,416.0,0.3407909
417.0,417.0,0.8020294
418.0,418.0,3.1448188E-4
419.0,419.0,0.3366768
420.0,420.0,0.6622487
421.0,421.0,0.1037564
422.0,422.0,0.051925644
423.0,423.0,0.624018
424.0,424.0,0.47934103
425.0,425.0,0.23874135
426.0,426.0,4.87449E-5
427.0,427.0,2.5983228E-4
428.0,428.0,0.014071284
429.0,429.0,0.2198778
430.0,430.0,0.010969462
431.0,431.0,0.15240389
432.0,432.0,0.1606347
433.0,433.0,0.27551487
434.0,434.0,0.18965934
435.0,435.0,0.003545129
436.0,436.0,5.401741E-4
437.0,437.0,0.29921702
438.0,438.0,0.42204243
439.0,439.0,0.0067289714
440.0,440.0,0.09884832
441.0,441.0,0.08087689
442.0,442.0,0.093207456
443.0,443.0,9.786877E-5
444.0,444.0,0.14134534
445.0,445.0,9.2674175E-4
446.0,446.0,0.6062028
447.0,447.0,0.006769303
448.0,448.0,0.013868403
449.0,449.0,8.145676E-5
450.0,450.0,0.4377532
451.0,451.0,3.617833E-4
452.0,452.0,0.0055835433
453.0,453.0,5.1107653E-4
454.0,454.0,0.35213038
455.0,455.0,0.38814366
456.0,456.0,0.23755102
457.0,457.0,0.08747972
458.0,458.0,3.113157E-4
459.0,459.0,0.61498994
460.0,460.0,0.6401522
461.0,461.0,1.8382088E-5
462.0,462.0,1.6268864E-4
463.0,463.0,0.005692906
464.0,464.0,0.32060456
465.0,465.0,0.087804906
466.0,466.0,0.016157415
467.0,467.0,0.8147167
468.0,468.0,7.502415E-4
469.0,469.0,0.2994109
470.0,470.0,0.41497266
471.0,471.0,0.0045920485
472.0,472.0,0.55062276
473.0,473.0,4.7514666E-4
474.0,474.0,0.29247332
475.0,475.0,7.65207E-4
476.0,476.0,0.3049615
477.0,477.0,0.013588269
478.0,478.0,0.022617664
479.0,479.0,0.4823538
480.0,480.0,0.58506197
481.0,481.0,0.3864206
482.0,482.0,0.40087813
483.0,483.0,0.5570543
484.0,484.0,8.294857E-4
485.0,485.0,0.194
486.0,486.0,0.017351096
487.0,487.0,0.49604964
488.0,488.0,0.53462076
489.0,489.0,0.004092276
490.0,490.0,0.4008883
491.0,491.0,0.435366
492.0,492.0,0.002388091
493.0,493.0,0.26046267
494.0,494.0,3.9411243E-4
495.0,495.0,1.6973329E-4
496.0,496.0,0.6118887
497.0,497.0,6.998681E-5
498.0,498.0,0.0022483678
499.0,499.0,0.0022827901
500.0,500.0,0.0059470446
501.0,501.0,0.045307122
502.0,502.0,0.19563487
503.0,503.0,3.4342377E-4
504.0,504.0,0.0014123989
505.0,505.0,0.19274661
506.0,506.0,0.45625433
507.0,507.0,0.16228566
508.0,508.0,0.0012472797
509.0,509.0,0.0643587
510.0,510.0,0.090464264
511.0,511.0,0.0010668087
512.0,512.0,0.44481426
513.0,513.0,0.6661926
514.0,514.0,0.2864789
515.0,515.0,4.8738983E-4
516.0,516.0,0.56790495
517.0,517.0,0.0017080207
518.0,518.0,0.39019775
519.0,519.0,0.09124006
520.0,520.0,0.52358323
521.0,521.0,4.1328394E-4
522.0,522.0,0.16665168
523.0,523.0,0.42031896
524.0,524.0,0.031372864
525.0,525.0,3.4324956E-5
526.0,526.0,0.043523874
527.0,527.0,0.28944492
528.0,528.0,0.19138086
529.0,529.0,0.45294946
530.0,530.0,0.6672291
531.0,531.0,0.5856224
532.0,532.0,0.18328212
533.0,533.0,0.46035215
534.0,534.0,0.26658416
535.0,535.0,0.42054057
536.0,536.0,0.28035283
537.0,537.0,0.057111096
538.0,538.0,1.2638548E-4
539.0,539.0,0.0012763247
540.0,540.0,0.5110184
541.0,541.0,1.14097966E-4
542.0,542.0,0.46463394
543.0,543.0,0.04887303
544.0,544.0,0.25268146
545.0,545.0,0.0021075143
546.0,546.0,0.05711681
547.0,547.0,0.24372444
548.0,548.0,0.22877274
549.0,549.0,0.008379672
550.0,550.0,5.232498E-4
551.0,551.0,0.24568371
552.0,552.0,0.20171873
553.0,553.0,0.5461549
554.0,554.0,1.04032726E-4
555.0,555.0,5.4018776E-4
556.0,556.0,6.8458344E-4
557.0,557.0,0.5871191
558.0,558.0,0.0075857304
559.0,559.0,1.14025104E-4
560.0,560.0,0.009256957
561.0,561.0,0.26861247
562.0,562.0,3.0999374E-5
563.0,563.0,0.17903095
564.0,564.0,3.1452565E-4
565.0,565.0,0.28266025
566.0,566.0,0.35983434
567.0,567.0,0.020478467
568.0,568.0,0.00629378
569.0,569.0,4.601666E-4
570.0,570.0,0.036975164
571.0,571.0,0.51328564
572.0,572.0,0.17918615
573.0,573.0,0.052513346
574.0,574.0,0.23718952
575.0,575.0,1.3494134E-4
576.0,576.0,0.34716684
577.0,577.0,0.09987822
578.0,578.0,6.959969E-4
579.0,579.0,0.29787844
580.0,580.0,6.1155367E-4
581.0,581.0,0.5103561
582.0,582.0,1.403819E-4
583.0,583.0,0.10565575
584.0,584.0,0.41594493
585.0,585.0,0.0012510251
586.0,586.0,0.3655457
587.0,587.0,0.37645698
588.0,588.0,0.7457409
589.0,589.0,6.455584E-4
590.0,590.0,0.13055207
591.0,591.0,0.34101406
592.0,592.0,5.9026154E-4
593.0,593.0,0.38122207
594.0,594.0,2.2923198E-4
595.0,595.0,0.5904566
596.0,596.0,0.55561036
597.0,597.0,0.32988387
598.0,598.0,0.306276
599.0,599.0,0.24556842
600.0,600.0,0.020302132
601.0,601.0,0.0011927829
602.0,602.0,0.12421459
603.0,603.0,0.3843094
604.0,604.0,0.520084
605.0,605.0,2.9374313E-4
606.0,606.0,0.019640109
607.0,607.0,0.37744698
608.0,608.0,0.53040767
609.0,609.0,0.3476291
610.0,610.0,0.08733981
611.0,611.0,0.32893142
612.0,612.0,0.12708333
613.0,613.0,5.382304E-4
614.0,614.0,0.08853504
615.0,615.0,2.4332305E-5
616.0,616.0,9.125505E-5
617.0,617.0,0.4896262
618.0,618.0,0.44244978
619.0,619.0,3.6996746E-4
620.0,620.0,0.29844514
621.0,621.0,0.04474107
622.0,622.0,0.021672621
623.0,623.0,0.0013463093
624.0,624.0,5.0577236E-4
625.0,625.0,0.443676
626.0,626.0,0.06800608
627.0,627.0,0.65611666
628.0,628.0,0.4176221
629.0,629.0,0.19257753
630.0,630.0,0.35640296
631.0,631.0,0.027667904
632.0,632.0,5.4001744E-4
633.0,633.0,0.33232364
634.0,634.0,8.5067545E-4
635.0,635.0,0.19407402
636.0,636.0,0.48946467
637.0,637.0,0.4955323
638.0,638.0,0.36829942
639.0,639.0,0.24598743
640.0,640.0,0.0014627322
641.0,641.0,0.09304999
642.0,642.0,0.003019583
643.0,643.0,0.99887484
644.0,644.0,0.004744577
645.0,645.0,0.53171873
646.0,646.0,0.9916092
647.0,647.0,0.04605216
648.0,648.0,8.3004226E-5
649.0,649.0,0.0029777922
650.0,650.0,0.17515804
651.0,651.0,0.41944006
652.0,652.0,0.010314148
653.0,653.0,0.12829918
654.0,654.0,0.3672172
655.0,655.0,0.02186637
656.0,656.0,0.7690022
657.0,657.0,0.79136753
658.0,658.0,1.7648975E-4
659.0,659.0,0.34454033
660.0,660.0,0.542736
661.0,661.0,0.04362702
662.0,662.0,0.2709537
663.0,663.0,0.6072783
664.0,664.0,2.4457555E-4
665.0,665.0,0.34831327
666.0,666.0,0.11048668
667.0,667.0,0.012050746
668.0,668.0,0.0019156843
669.0,669.0,0.8893771
670.0,670.0,4.199904E-4
671.0,671.0,0.5302788
672.0,672.0,0.012711311
673.0,673.0,0.0018239276
674.0,674.0,0.0052562915
675.0,675.0,0.25605124
676.0,676.0,0.3138518
677.0,677.0,3.070378E-4
678.0,678.0,3.3544242E-5
679.0,679.0,0.003158779
680.0,680.0,0.3077197
681.0,681.0,0.017550247
682.0,682.0,0.0014631031
683.0,683.0,0.001261089
684.0,684.0,0.38183275
685.0,685.0,0.69957614
686.0,686.0,0.0022460993
687.0,687.0,1.115439E-4
688.0,688.0,0.102501355
689.0,689.0,0.4410179
690.0,690.0,0.5328742
691.0,691.0,0.6206475
692.0,692.0,0.0058798115
693.0,693.0,0.7494372
694.0,694.0,0.0086552
695.0,695.0,0.38174206
696.0,696.0,7.4984046E-4
697.0,697.0,0.5727349
698.0,698.0,0.44863838
699.0,699.0,0.99998945
700.0,700.0,0.60163397
701.0,701.0,0.18641335
702.0,702.0,0.003031715
703.0,703.0,0.854585
704.0,704.0,0.29867435
705.0,705.0,0.06598586
706.0,706.0,0.4767017
707.0,707.0,0.27048492
708.0,708.0,0.0024566534
709.0,709.0,0.080938704
710.0,710.0,0.76073194
711.0,711.0,0.5804231
712.0,712.0,0.32404655
713.0,713.0,0.0014133209
714.0,714.0,0.0031002199
715.0,715.0,0.37951332
716.0,716.0,0.0053875716
717.0,717.0,2.921082E-4
718.0,718.0,0.35848922
719.0,719.0,0.0023414046
720.0,720.0,0.211828
721.0,721.0,0.001066598
722.0,722.0,0.013696483
723.0,723.0,0.98705107
724.0,724.0,0.30329698
725.0,725.0,1.4425146E-4
726.0,726.0,2.6274329E-5
727.0,727.0,0.3783307
728.0,728.0,0.010986282
729.0,729.0,0.454078
730.0,730.0,1.8434055E-4
731.0,731.0,0.059878536
732.0,732.0,0.0010596833
733.0,733.0,0.08782862
734.0,734.0,0.36428368
735.0,735.0,0.06130137
736.0,736.0,0.19120924
737.0,737.0,0.0011328603
738.0,738.0,0.44799542
739.0,739.0,0.007822708
740.0,740.0,0.009625037
741.0,741.0,0.003955729
742.0,742.0,0.121296145
743.0,743.0,0.3623589
744.0,744.0,0.3292041
745.0,745.0,0.4596066
746.0,746.0,0.2748991
747.0,747.0,0.19454058
748.0,748.0,0.3244176
749.0,749.0,0.0016878913
750.0,750.0,0.15105759
751.0,751.0,0.24366057
752.0,752.0,0.104441404
753.0,753.0,1.1219363E-4
754.0,754.0,2.4036826E-5
755.0,755.0,0.60620284
756.0,756.0,0.16344245
757.0,757.0,0.55287933
758.0,758.0,0.46785495
759.0,759.0,0.19982256
760.0,760.0,0.32258967
761.0,761.0,2.216846E-4
762.0,762.0,0.7180916
763.0,763.0,0.56193113
764.0,764.0,0.45185864
765.0,765.0,3.1946483E-4
766.0,766.0,0.43849394
767.0,767.0,0.009154429
768.0,768.0,0.0012953433
769.0,769.0,2.965051E-4
770.0,770.0,0.002179209
771.0,771.0,0.71430993
772.0,772.0,0.0013730093
773.0,773.0,0.55977213
774.0,774.0,0.0012048504
775.0,775.0,0.22516231
776.0,776.0,0.5595193
777.0,777.0,0.7506958
778.0,778.0,0.29861164
779.0,779.0,0.7986146
780.0,780.0,6.639934E-5
781.0,781.0,0.530596
782.0,782.0,0.46090838
783.0,783.0,0.35279498
784.0,784.0,0.31562126
785.0,785.0,0.22613567
786.0,786.0,7.5480534E-4
787.0,787.0,0.03430807
788.0,788.0,0.9998147
789.0,789.0,0.44618753
790.0,790.0,0.01048354
791.0,791.0,0.42097646
792.0,792.0,2.3929228E-4
793.0,793.0,0.46542603
794.0,794.0,0.22725669
795.0,795.0,0.00529284
796.0,796.0,0.38520727
797.0,797.0,0.017321112
798.0,798.0,8.677966E-4
799.0,799.0,0.0014015033
800.0,800.0,5.990573E-4
801.0,801.0,5.4211105E-4
802.0,802.0,0.6312647
803.0,803.0,4.0522692E-4
804.0,804.0,0.1542242
805.0,805.0,0.44778067
806.0,806.0,0.2926385
807.0,807.0,0.24710622
808.0,808.0,3.9841916E-4
809.0,809.0,0.27568856
810.0,810.0,0.18205574
811.0,811.0,0.18410952
812.0,812.0,0.017376866
813.0,813.0,1.3573878E-4
814.0,814.0,0.45076588
815.0,815.0,1.024676E-4
816.0,816.0,0.0011511324
817.0,817.0,0.052904293
818.0,818.0,0.0011279085
819.0,819.0,0.116831094
820.0,820.0,2.7644768E-4
821.0,821.0,0.27459693
822.0,822.0,0.26011255
823.0,823.0,0.21156588
824.0,824.0,0.28530982
825.0,825.0,0.34729108
826.0,826.0,0.0043922877
827.0,827.0,0.42249602
828.0,828.0,0.0010268859
829.0,829.0,0.0016118833
830.0,830.0,0.34638923
831.0,831.0,0.30549452
832.0,832.0,0.0020310865
833.0,833.0,0.30313435
834.0,834.0,0.002080709
835.0,835.0,0.8896846
836.0,836.0,7.156466E-4
837.0,837.0,0.8557915
838.0,838.0,0.06876986
839.0,839.0,0.0067851017
840.0,840.0,0.3723135
841.0,841.0,0.23678505
842.0,842.0,0.08791552
843.0,843.0,0.93847966
844.0,844.0,7.07412E-4
845.0,845.0,0.011621524
846.0,846.0,0.1043667
847.0,847.0,0.25784504
848.0,848.0,0.1296618
849.0,849.0,0.27449515
850.0,850.0,0.4659979
851.0,851.0,2.6081745E-5
852.0,852.0,0.29113936
853.0,853.0,0.10167246
854.0,854.0,0.08345987
855.0,855.0,0.09483355
856.0,856.0,0.049015515
857.0,857.0,0.0068536773
858.0,858.0,0.5443821
859.0,859.0,0.3890622
860.0,860.0,2.658325E-4
861.0,861.0,0.22776143
862.0,862.0,0.03132267
863.0,863.0,2.5345356E-4
864.0,864.0,0.046856876
865.0,865.0,0.984384
866.0,866.0,0.0024380484
867.0,867.0,0.2933769
868.0,868.0,0.29868463
869.0,869.0,0.17238398
870.0,870.0,0.40448374
871.0,871.0,0.38806984
872.0,872.0,0.008273645
873.0,873.0,0.003321421
874.0,874.0,0.003558449
875.0,875.0,0.0014585842
876.0,876.0,0.16738698
877.0,877.0,0.92957073
878.0,878.0,0.4382838
879.0,879.0,0.4656437
880.0,880.0,7.6791795E-4
881.0,881.0,0.5672229
882.0,882.0,1.9795312E-4
883.0,883.0,0.3633668
884.0,884.0,0.19666837
885.0,885.0,0.11069166
886.0,886.0,0.0031654134
887.0,887.0,0.46131364
888.0,888.0,0.55911934
889.0,889.0,0.24279174
890.0,890.0,1.1182777E-4
891.0,891.0,0.35898426
892.0,892.0,0.2023303
893.0,893.0,0.0071291826
894.0,894.0,0.039334394
895.0,895.0,0.49947315
896.0,896.0,0.1905108
897.0,897.0,0.2871023
898.0,898.0,1.583266E-4
899.0,899.0,0.26058605
900.0,900.0,0.2441249
901.0,901.0,0.46843415
902.0,902.0,0.29626203
903.0,903.0,0.35361418
904.0,904.0,0.3624078
905.0,905.0,0.5159611
906.0,906.0,0.3159263
907.0,907.0,1.3698325E-4
908.0,908.0,0.6702575
909.0,909.0,4.1869015E-4
910.0,910.0,0.5379759
911.0,911.0,3.4371702E-4
912.0,912.0,0.16511385
913.0,913.0,0.051587164
914.0,914.0,0.0041188486
915.0,915.0,0.2049637
916.0,916.0,0.37952602
917.0,917.0,0.08192667
918.0,918.0,0.002201396
919.0,919.0,6.041235E-4
920.0,920.0,0.001622696
921.0,921.0,0.29391992
922.0,922.0,0.99577636
923.0,923.0,1.7562015E-4
924.0,924.0,0.3540153
925.0,925.0,0.38970593
926.0,926.0,0.5170601
927.0,927.0,0.24670765
928.0,928.0,0.4493279
929.0,929.0,0.3745298
930.0,930.0,0.24827227
931.0,931.0,3.2550757E-4
932.0,932.0,0.21358895
933.0,933.0,0.17849368
934.0,934.0,0.0020326367
935.0,935.0,1.4108955E-4
936.0,936.0,0.0014723546
937.0,937.0,0.343067
938.0,938.0,0.3091627
939.0,939.0,0.007505646
940.0,940.0,0.18734151
941.0,941.0,0.5847926
942.0,942.0,0.03595105
943.0,943.0,0.3640452
944.0,944.0,0.0080906525
945.0,945.0,0.013004728
946.0,946.0,0.16116592
947.0,947.0,0.09863112
948.0,948.0,0.2157599
949.0,949.0,0.0011837606
950.0,950.0,0.024949169
951.0,951.0,0.70685595
952.0,952.0,0.0064302133
953.0,953.0,0.012013032
954.0,954.0,0.11984774
955.0,955.0,8.4667205E-4
956.0,956.0,0.9373185
957.0,957.0,0.04180065
958.0,958.0,0.38719237
959.0,959.0,6.003363E-4
960.0,960.0,0.35534576
961.0,961.0,5.584013E-4
