X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
74.0,74.0,train,7.589281419343626E-4,91.25203734123586,0.9512715924389707
76.0,76.0,train,6.40798072374402E-5,13.476198457125593,0.2251754123458607
78.0,78.0,train,4.7406851993284695E-4,73.29325663403247,0.8485336535177936
80.0,80.0,train,4.196694932208491E-4,65.08411020355351,0.8119062821150431
81.0,81.0,train,3.998094446220058E-4,62.0254281754626,0.7964303046383541
83.0,83.0,train,3.5002796707484315E-4,51.758128150284215,0.7518082527901011
84.0,84.0,train,5.547348413610507E-4,81.49529701628329,0.8901396994820979
87.0,87.0,train,0.004566779817809496,99.999999941134,0.9999999872986169
89.0,89.0,train,1.6952257901696084E-4,28.043121038151682,0.49079984041842406
91.0,91.0,train,1.4427151733488293E-4,24.888357131623582,0.4369478139548315
92.0,92.0,train,2.0715982700176975E-4,32.54620681552237,0.561658902387434
94.0,94.0,train,3.0988580383487576E-4,45.68808963556032,0.7087977156012749
95.0,95.0,train,2.9940671246034815E-4,44.332524499045036,0.6963917595210243
96.0,96.0,train,2.3938620938544715E-4,36.49037361581181,0.6144404557203461
97.0,97.0,train,4.554447472869484E-4,70.67499739103337,0.8368761683431999
98.0,98.0,train,0.0013711665635096815,96.54412441005246,0.9957420852616333
99.0,99.0,train,0.0011541932421327442,95.26361361571405,0.9898992713799502
100.0,100.0,train,0.0013248342850650909,96.3443163803505,0.9948795590258914
102.0,102.0,train,1.2089158625036045E-4,22.07323866756986,0.3820213012748679
104.0,104.0,train,4.287874690772538E-4,66.85046887640745,0.8186118389452858
105.0,105.0,train,2.3750182533121243E-4,36.31038325605657,0.6115370218715921
106.0,106.0,train,2.998059862999447E-4,44.372603171416436,0.6968739961849004
107.0,107.0,train,0.00159518164404123,97.38453995933446,0.998254717519509
108.0,108.0,train,0.001506052869293905,97.066908483706,0.9975112972703403
109.0,109.0,train,1.3334920596177102E-4,23.44365244878609,0.4119235720291743
111.0,111.0,train,4.598540866962799E-4,71.2409508510977,0.8397147768917373
112.0,112.0,train,9.629933369802511E-5,18.647270154690528,0.31845503226103944
113.0,113.0,train,5.034560975506944E-4,76.5159360519489,0.865257740149303
114.0,114.0,train,4.666593182121187E-4,72.43442835695355,0.8439991507599716
115.0,115.0,train,3.336860421280896E-5,6.5363611606224765,0.12440289040111108
116.0,116.0,train,2.943048018339003E-4,43.62111739404713,0.6901617957221668
117.0,117.0,train,4.821897340973765E-4,74.20144906992113,0.8533526435113964
118.0,118.0,train,1.1822684668717685E-4,21.709846390844167,0.3754302455461115
120.0,120.0,train,3.1962014942971424E-5,6.103481640302788,0.11948578903066609
121.0,121.0,train,6.8084548906105E-5,14.234461851040418,0.23743120117039074
122.0,122.0,train,2.754431666087092E-4,40.51294554493046,0.6659992013430015
125.0,125.0,train,4.503719706897751E-4,70.06390913491065,0.8335482167518534
126.0,126.0,train,1.1908283345934983E-4,21.830654879986806,0.3775550997892444
127.0,127.0,train,2.069964147734956E-5,2.9262130590382833,0.07910635973936853
128.0,128.0,train,5.922269963036277E-4,83.49292650695038,0.9053729471662566
129.0,129.0,train,5.966169229155416E-5,12.513931480019725,0.21142592506330304
131.0,131.0,train,3.0077600146070264E-5,5.510884695029261,0.11285501910908391
132.0,132.0,train,3.634279779853834E-5,7.418946962052111,0.13470973641698092
133.0,133.0,train,2.5086015127666323E-4,37.87521265288115,0.6316568958607898
134.0,134.0,train,2.6465624712319203E-5,4.422812466888742,0.10000550498646044
135.0,135.0,train,7.267472606592342E-5,15.052123492094838,0.25124035827257785
137.0,137.0,train,5.134326329731454E-4,77.53577324536879,0.8705047049932797
139.0,139.0,train,5.452355900745789E-5,11.594593792977271,0.19512852208970166
140.0,140.0,train,6.461421813385666E-5,13.577414117907484,0.22682220044944335
141.0,141.0,train,4.989608859193582E-5,10.548008125872997,0.18016279494396303
1.0,1.0,test,3.434100285857222E-4,50.33203284347271,0.7451820470330961
2.0,2.0,test,3.977925657299246E-4,61.419210908337114,0.794789115261901
13.0,13.0,test,3.4205656953842004E-4,50.1304173835862,0.7438052601800398
15.0,15.0,test,4.8557792485771147E-4,74.70873369955726,0.8553175286810006
23.0,23.0,test,3.8979323640229573E-4,59.5582166955086,0.7881484917839889
27.0,27.0,test,4.525449778628224E-4,70.21756573899178,0.8349820323715026
45.0,45.0,test,9.45246529073642E-4,93.51273367520841,0.9767924063749293
62.0,62.0,test,3.7930758881296015E-4,57.210427162428736,0.7791173146687582
64.0,64.0,test,6.38054181372558E-4,86.33217289650908,0.9211542592218626
75.0,75.0,test,0.003857947679120335,99.77097532512039,0.9999997864740039
77.0,77.0,test,3.540227637091809E-4,52.51816507462583,0.755724354432136
79.0,79.0,test,2.8461281653102016E-4,42.14876996619987,0.6779726147421377
82.0,82.0,test,2.844741004319607E-4,42.12533108965374,0.6777947210490922
85.0,85.0,test,6.952224615546686E-4,89.13958507085906,0.9372040052508323
86.0,86.0,test,7.19067767754378E-5,14.933167858228218,0.2489475908723634
88.0,88.0,test,4.099362757635378E-6,0.16911351485042472,0.01618818422576873
90.0,90.0,test,1.3520307528629437E-4,23.725722489373535,0.4162480343531927
93.0,93.0,test,2.3754476093227898E-4,36.314484327844404,0.6116034192624906
101.0,101.0,test,2.0817476939038993E-4,32.652786816261894,0.5634265569093084
103.0,103.0,test,3.4012089235041596E-4,49.8668245476104,0.7418232832390801
110.0,110.0,test,1.7797965120077216E-4,29.127878009266926,0.507659108658209
119.0,119.0,test,7.621495948148512E-5,15.607204083011114,0.26171980285204355
123.0,123.0,test,1.7433076781375918E-4,28.835957101213012,0.5004545862806917
124.0,124.0,test,5.687223558776312E-5,12.048279835677022,0.20261955677492816
130.0,130.0,test,9.554051418504958E-5,18.50684078412699,0.3163929302984486
136.0,136.0,test,1.668596831529727E-4,27.678531292184953,0.485372740396509
138.0,138.0,test,1.9382021646967922E-4,31.12114464788202,0.5377499969607782
142.0,142.0,test,5.794906919206437E-5,12.22607874326307,0.2060307358382215
