x,y,species median
436.0,436.0,0.032775063
437.0,437.0,0.017391726
438.0,438.0,0.3230788
439.0,439.0,6.393972E-5
440.0,440.0,0.012808457
441.0,441.0,0.08599368
442.0,442.0,0.2499231
443.0,443.0,0.07041508
444.0,444.0,0.35398334
445.0,445.0,0.41449285
446.0,446.0,0.00722686
447.0,447.0,0.11643037
448.0,448.0,0.6915105
449.0,449.0,0.28962392
450.0,450.0,0.34716076
451.0,451.0,0.016663997
452.0,452.0,0.019829586
453.0,453.0,0.0013609393
454.0,454.0,0.8012014
455.0,455.0,0.0017293043
456.0,456.0,0.13302852
457.0,457.0,0.09769725
458.0,458.0,0.6717652
459.0,459.0,0.08914467
460.0,460.0,0.0072702477
461.0,461.0,0.06978216
462.0,462.0,0.1381607
463.0,463.0,0.71446973
464.0,464.0,0.31830767
465.0,465.0,0.1890556
466.0,466.0,0.73278767
467.0,467.0,0.8204701
468.0,468.0,0.020288441
469.0,469.0,0.11822409
470.0,470.0,0.1322087
471.0,471.0,0.27591679
472.0,472.0,0.12323946
473.0,473.0,0.41061735
474.0,474.0,0.07720579
475.0,475.0,0.6532917
476.0,476.0,0.8134538
477.0,477.0,0.443011
478.0,478.0,0.03617713
479.0,479.0,0.053471886
480.0,480.0,0.11543372
481.0,481.0,0.010952513
482.0,482.0,0.032659277
483.0,483.0,0.71819204
484.0,484.0,0.2868435
485.0,485.0,0.12335945
486.0,486.0,0.17654681
487.0,487.0,0.010287165
488.0,488.0,0.17066814
489.0,489.0,0.71272045
490.0,490.0,0.03620451
491.0,491.0,0.6632562
492.0,492.0,0.09110373
493.0,493.0,0.049128216
494.0,494.0,0.011383423
495.0,495.0,0.11064021
496.0,496.0,0.18608971
497.0,497.0,8.903862E-5
498.0,498.0,0.11104991
499.0,499.0,0.17138888
500.0,500.0,0.99058175
501.0,501.0,0.04024524
502.0,502.0,0.626627
503.0,503.0,0.13255575
504.0,504.0,0.073903516
505.0,505.0,0.13776773
506.0,506.0,0.04056879
507.0,507.0,0.08586942
508.0,508.0,0.008698203
509.0,509.0,0.78875536
510.0,510.0,0.014695835
511.0,511.0,0.067596145
512.0,512.0,0.04462636
513.0,513.0,0.35957178
514.0,514.0,0.099326946
515.0,515.0,0.06403049
516.0,516.0,0.09413097
517.0,517.0,0.8303397
518.0,518.0,0.06657069
519.0,519.0,0.2121631
520.0,520.0,5.955147E-6
521.0,521.0,0.031459715
522.0,522.0,0.1897379
523.0,523.0,3.0938545E-4
524.0,524.0,0.10217143
525.0,525.0,0.11978708
526.0,526.0,0.8446658
527.0,527.0,0.028883375
528.0,528.0,0.08657753
529.0,529.0,0.042932928
530.0,530.0,0.1252456
531.0,531.0,0.48978725
532.0,532.0,0.06513719
533.0,533.0,0.1493495
534.0,534.0,0.40114346
535.0,535.0,0.16935319
536.0,536.0,0.5222212
537.0,537.0,0.013934924
538.0,538.0,0.053006824
539.0,539.0,0.16784413
540.0,540.0,0.36853346
541.0,541.0,0.043593124
542.0,542.0,0.12400762
543.0,543.0,0.02107795
544.0,544.0,0.835215
545.0,545.0,0.2855363
546.0,546.0,0.122933835
547.0,547.0,0.00880267
548.0,548.0,0.08110642
549.0,549.0,0.13569291
550.0,550.0,0.052532308
551.0,551.0,0.008277689
552.0,552.0,0.03972808
553.0,553.0,0.56099755
554.0,554.0,0.7250914
555.0,555.0,0.12699164
556.0,556.0,0.054334085
557.0,557.0,0.09800063
558.0,558.0,0.05360303
559.0,559.0,0.09203649
560.0,560.0,0.1381782
561.0,561.0,0.32276362
562.0,562.0,0.10209851
563.0,563.0,0.08804089
564.0,564.0,0.754257
565.0,565.0,0.24949014
566.0,566.0,0.101222396
567.0,567.0,0.76263404
568.0,568.0,0.06191093
569.0,569.0,0.13399334
570.0,570.0,0.048747882
571.0,571.0,0.16036062
572.0,572.0,0.03204536
573.0,573.0,0.21955355
574.0,574.0,7.270756E-4
575.0,575.0,0.0881416
576.0,576.0,0.74564934
577.0,577.0,0.6038311
578.0,578.0,0.21091573
579.0,579.0,0.06403905
580.0,580.0,0.003370113
581.0,581.0,0.12874289
582.0,582.0,0.11016509
583.0,583.0,0.6597078
584.0,584.0,0.1474692
585.0,585.0,0.040919155
586.0,586.0,0.064773604
587.0,587.0,0.023661
588.0,588.0,0.031849034
589.0,589.0,0.044497874
590.0,590.0,0.12748839
591.0,591.0,0.11416775
592.0,592.0,0.7328666
593.0,593.0,0.089583166
594.0,594.0,0.10921332
595.0,595.0,0.6595827
596.0,596.0,0.6138943
597.0,597.0,0.09527028
598.0,598.0,0.8553269
599.0,599.0,0.10665006
600.0,600.0,0.16328838
601.0,601.0,4.3688022E-4
602.0,602.0,0.11301746
603.0,603.0,0.17976867
604.0,604.0,0.30894846
605.0,605.0,0.26437306
606.0,606.0,0.0016436029
607.0,607.0,0.8527216
608.0,608.0,0.077927716
609.0,609.0,0.107364155
610.0,610.0,0.36460602
611.0,611.0,0.76009667
612.0,612.0,0.16279137
613.0,613.0,0.0012602222
614.0,614.0,6.288851E-4
615.0,615.0,0.025998885
616.0,616.0,0.22513247
617.0,617.0,0.060567204
618.0,618.0,0.7729422
619.0,619.0,0.14249834
620.0,620.0,0.029497162
621.0,621.0,0.05964256
622.0,622.0,0.49716341
623.0,623.0,0.005585759
624.0,624.0,0.23717754
625.0,625.0,0.22510484
626.0,626.0,0.10645164
627.0,627.0,0.009023317
628.0,628.0,0.014512394
629.0,629.0,0.04466007
630.0,630.0,0.57908624
631.0,631.0,0.111302756
632.0,632.0,3.5683837E-4
633.0,633.0,0.0030454046
634.0,634.0,0.1798945
635.0,635.0,0.12764563
636.0,636.0,0.11474053
637.0,637.0,0.62952924
638.0,638.0,0.16415402
639.0,639.0,0.4281125
640.0,640.0,0.5327314
641.0,641.0,0.06435299
642.0,642.0,0.24371366
643.0,643.0,0.58172864
644.0,644.0,0.19863816
645.0,645.0,0.15038893
646.0,646.0,0.7342358
647.0,647.0,0.52377707
648.0,648.0,0.5731736
649.0,649.0,0.83507544
650.0,650.0,0.14210758
651.0,651.0,0.7993976
652.0,652.0,0.0035292585
653.0,653.0,0.20572594
654.0,654.0,0.27942115
655.0,655.0,0.6020997
656.0,656.0,0.39777246
657.0,657.0,0.12473466
658.0,658.0,0.07015269
659.0,659.0,0.10071411
660.0,660.0,0.05473943
661.0,661.0,0.07128363
662.0,662.0,0.7763783
663.0,663.0,0.079840384
664.0,664.0,0.09891608
665.0,665.0,0.12442074
666.0,666.0,0.78227824
667.0,667.0,0.09702437
668.0,668.0,0.50403786
669.0,669.0,0.03382618
670.0,670.0,0.014609689
671.0,671.0,0.047368046
672.0,672.0,0.08230675
673.0,673.0,0.038038373
674.0,674.0,0.67020845
675.0,675.0,0.43528652
676.0,676.0,0.71159744
677.0,677.0,0.17123844
678.0,678.0,0.059704766
679.0,679.0,0.4967202
680.0,680.0,0.064273864
681.0,681.0,0.043944072
682.0,682.0,0.10515197
683.0,683.0,0.0016278074
684.0,684.0,0.45054767
685.0,685.0,0.16390504
686.0,686.0,0.8859357
687.0,687.0,0.08967377
688.0,688.0,0.7407051
689.0,689.0,0.110192135
690.0,690.0,0.11729493
691.0,691.0,0.001174513
692.0,692.0,0.019430133
693.0,693.0,0.24716674
694.0,694.0,0.118641295
695.0,695.0,0.09493321
696.0,696.0,0.117393166
697.0,697.0,0.9312986
698.0,698.0,7.836506E-4
699.0,699.0,0.12257319
700.0,700.0,0.048746593
701.0,701.0,0.08726177
702.0,702.0,0.13424616
703.0,703.0,0.095606364
704.0,704.0,0.032817498
705.0,705.0,0.012634815
706.0,706.0,0.8434136
707.0,707.0,0.20166558
708.0,708.0,0.2839016
709.0,709.0,0.005829483
710.0,710.0,4.0282658E-4
711.0,711.0,0.7200109
712.0,712.0,0.38032082
713.0,713.0,0.30765095
714.0,714.0,0.39501667
715.0,715.0,0.0031931004
716.0,716.0,0.5831554
717.0,717.0,0.38089404
718.0,718.0,0.117617205
719.0,719.0,0.029949248
720.0,720.0,0.07158571
721.0,721.0,0.09094095
722.0,722.0,0.017942334
723.0,723.0,0.2937559
724.0,724.0,0.19192803
725.0,725.0,0.1303815
726.0,726.0,0.12663154
727.0,727.0,0.040887896
728.0,728.0,0.015505024
729.0,729.0,0.6485299
730.0,730.0,0.08692933
731.0,731.0,0.12782595
732.0,732.0,0.105588205
733.0,733.0,0.85778123
734.0,734.0,0.082919315
735.0,735.0,0.07197193
736.0,736.0,1.717629E-5
737.0,737.0,0.12927856
738.0,738.0,0.06554426
739.0,739.0,0.7532811
740.0,740.0,0.020348923
741.0,741.0,0.028508767
742.0,742.0,0.78764284
743.0,743.0,0.78800285
744.0,744.0,0.3540146
745.0,745.0,0.17542389
746.0,746.0,0.8660887
747.0,747.0,0.095284075
748.0,748.0,0.06552778
749.0,749.0,0.25898087
750.0,750.0,0.06760971
751.0,751.0,0.30468228
752.0,752.0,0.8407077
753.0,753.0,0.121785305
754.0,754.0,0.19051464
755.0,755.0,0.13144037
756.0,756.0,0.14888135
757.0,757.0,0.08437146
758.0,758.0,0.060733054
759.0,759.0,0.006158279
760.0,760.0,9.5319917E-4
761.0,761.0,8.7125157E-4
762.0,762.0,0.18097267
763.0,763.0,0.052260604
764.0,764.0,0.124537885
765.0,765.0,0.7866845
766.0,766.0,0.086635716
767.0,767.0,2.035221E-4
768.0,768.0,0.51524204
769.0,769.0,0.08365326
770.0,770.0,0.025089646
771.0,771.0,0.35064334
772.0,772.0,9.3220006E-4
773.0,773.0,0.2599327
774.0,774.0,0.45273945
775.0,775.0,0.21607874
776.0,776.0,0.0040910565
777.0,777.0,0.7005288
778.0,778.0,0.9215751
779.0,779.0,0.0021279575
780.0,780.0,0.12592335
781.0,781.0,0.051549688
782.0,782.0,0.053053107
783.0,783.0,0.038238693
784.0,784.0,0.6190315
785.0,785.0,0.1370511
786.0,786.0,0.25146857
787.0,787.0,0.1253757
788.0,788.0,0.091619916
789.0,789.0,0.12280746
790.0,790.0,0.7854889
791.0,791.0,0.47877857
792.0,792.0,0.085256666
793.0,793.0,0.004249779
794.0,794.0,5.432715E-4
795.0,795.0,0.012843656
796.0,796.0,0.05845331
797.0,797.0,0.090534575
798.0,798.0,0.62931585
799.0,799.0,0.04920045
800.0,800.0,0.11323382
801.0,801.0,0.096917674
802.0,802.0,0.8602175
803.0,803.0,0.1447544
804.0,804.0,0.20138338
805.0,805.0,0.030222982
806.0,806.0,0.727703
807.0,807.0,0.9005714
808.0,808.0,0.03311158
809.0,809.0,8.972068E-4
810.0,810.0,0.059536275
811.0,811.0,0.22334045
812.0,812.0,0.71506673
813.0,813.0,0.09714895
814.0,814.0,4.9194694E-4
815.0,815.0,0.62043226
816.0,816.0,0.321915
817.0,817.0,0.6758921
818.0,818.0,0.024934744
819.0,819.0,0.37939048
820.0,820.0,0.14590223
821.0,821.0,0.11077914
822.0,822.0,0.25331917
823.0,823.0,0.23524651
824.0,824.0,0.43501738
825.0,825.0,0.74922115
826.0,826.0,0.030172532
827.0,827.0,0.01959602
828.0,828.0,0.7336761
829.0,829.0,0.042000756
830.0,830.0,0.87415934
831.0,831.0,0.03925015
832.0,832.0,0.11433293
833.0,833.0,0.22320473
834.0,834.0,0.0754627
835.0,835.0,0.6899186
836.0,836.0,0.5391001
837.0,837.0,0.3109158
838.0,838.0,0.2568104
839.0,839.0,0.11676484
840.0,840.0,0.78340894
841.0,841.0,0.6086951
842.0,842.0,0.23023316
843.0,843.0,0.86978227
844.0,844.0,0.3688055
845.0,845.0,0.0695939
846.0,846.0,0.13011903
847.0,847.0,1.8563104E-4
848.0,848.0,4.8166414E-4
849.0,849.0,0.003710659
850.0,850.0,0.6614506
851.0,851.0,0.068656005
852.0,852.0,0.35020185
853.0,853.0,0.06454958
854.0,854.0,0.7662277
855.0,855.0,0.00692152
856.0,856.0,0.038604178
857.0,857.0,0.32404393
858.0,858.0,0.6339783
859.0,859.0,0.09405301
860.0,860.0,0.59074724
861.0,861.0,0.007955049
862.0,862.0,0.054299362
863.0,863.0,0.091441475
864.0,864.0,0.702535
865.0,865.0,0.4989616
866.0,866.0,0.060843755
867.0,867.0,0.17426538
868.0,868.0,0.12734647
869.0,869.0,0.08537925
870.0,870.0,0.4275427
871.0,871.0,0.031815004
872.0,872.0,0.04339422
873.0,873.0,0.07142631
874.0,874.0,0.78430265
875.0,875.0,0.9594199
876.0,876.0,0.023074714
877.0,877.0,0.033847015
878.0,878.0,0.37115625
879.0,879.0,5.6244808E-5
880.0,880.0,0.006936575
881.0,881.0,0.11291601
882.0,882.0,0.15057302
883.0,883.0,0.1783919
884.0,884.0,0.33854067
885.0,885.0,0.09600576
886.0,886.0,0.29932803
887.0,887.0,0.24198031
888.0,888.0,0.09348354
889.0,889.0,0.5316924
890.0,890.0,0.34654415
891.0,891.0,0.022440633
892.0,892.0,0.24444991
893.0,893.0,0.7441994
894.0,894.0,0.83947
895.0,895.0,0.055224586
896.0,896.0,0.8315163
897.0,897.0,7.672767E-4
898.0,898.0,0.22351201
899.0,899.0,0.056414153
900.0,900.0,0.37903115
901.0,901.0,0.28564042
902.0,902.0,0.0021851554
903.0,903.0,0.07269628
904.0,904.0,0.42277187
905.0,905.0,0.060612593
906.0,906.0,0.17048422
907.0,907.0,0.010483263
908.0,908.0,0.008210571
909.0,909.0,0.12262103
910.0,910.0,0.2819012
911.0,911.0,0.04884826
912.0,912.0,0.13341093
913.0,913.0,0.2680786
914.0,914.0,5.7436322E-5
915.0,915.0,5.4994198E-5
916.0,916.0,0.012497348
917.0,917.0,0.061986364
918.0,918.0,0.08962718
919.0,919.0,0.52061146
920.0,920.0,0.07450395
921.0,921.0,0.16207403
922.0,922.0,0.2693927
923.0,923.0,0.124353
924.0,924.0,0.43630826
925.0,925.0,0.14501622
926.0,926.0,0.025748594
927.0,927.0,0.026603805
928.0,928.0,0.036772236
929.0,929.0,0.25577056
930.0,930.0,0.65990776
931.0,931.0,0.09233143
932.0,932.0,0.40500072
933.0,933.0,0.15312922
934.0,934.0,0.19310153
935.0,935.0,0.017681904
936.0,936.0,0.011390137
937.0,937.0,0.14294788
938.0,938.0,0.15702908
939.0,939.0,0.061836712
940.0,940.0,0.5145112
941.0,941.0,0.0049052224
942.0,942.0,0.076902986
943.0,943.0,0.53195965
944.0,944.0,0.003840243
945.0,945.0,0.08491783
946.0,946.0,0.24311917
947.0,947.0,1.8112717E-6
948.0,948.0,0.13422062
949.0,949.0,0.066251114
950.0,950.0,0.03810712
951.0,951.0,0.56685287
952.0,952.0,0.026496554
953.0,953.0,0.22168852
954.0,954.0,0.0233265
955.0,955.0,0.7100944
956.0,956.0,0.02014127
957.0,957.0,0.77088785
958.0,958.0,0.08724334
959.0,959.0,0.005255598
960.0,960.0,0.16621765
961.0,961.0,0.15825751
962.0,962.0,0.046163432
963.0,963.0,0.041110273
964.0,964.0,0.06580975
965.0,965.0,0.0015560872
966.0,966.0,0.054421928
967.0,967.0,0.11438736
968.0,968.0,0.28751504
969.0,969.0,0.02953686
970.0,970.0,0.08919599
971.0,971.0,0.043741252
972.0,972.0,0.011480711
973.0,973.0,0.31392542
974.0,974.0,0.033470478
975.0,975.0,0.059658613
976.0,976.0,0.2515509
977.0,977.0,0.0023149638
978.0,978.0,0.08170697
979.0,979.0,0.23361322
980.0,980.0,0.8226778
981.0,981.0,0.14635856
982.0,982.0,0.08594963
983.0,983.0,0.77844185
984.0,984.0,0.22047545
985.0,985.0,0.058082484
986.0,986.0,0.05185706
987.0,987.0,0.68250513
