x,y,species min
672.0,672.0,2.2808747E-6
673.0,673.0,1.0771949E-5
674.0,674.0,8.2792714E-5
675.0,675.0,0.03687605
676.0,676.0,9.201399E-4
677.0,677.0,0.038109384
678.0,678.0,0.0027106279
679.0,679.0,0.3496948
680.0,680.0,4.726414E-6
681.0,681.0,0.0019977107
682.0,682.0,0.2927009
683.0,683.0,0.0036096706
684.0,684.0,0.005378477
685.0,685.0,4.225172E-5
686.0,686.0,0.3933921
687.0,687.0,0.012473841
688.0,688.0,0.124471635
689.0,689.0,0.0011249281
690.0,690.0,1.3658763E-6
691.0,691.0,8.511266E-4
692.0,692.0,0.0012524958
693.0,693.0,0.56103176
694.0,694.0,1.04899395E-4
695.0,695.0,0.63818616
696.0,696.0,4.5468725E-4
697.0,697.0,0.018171215
698.0,698.0,2.4272417E-6
699.0,699.0,1.390703E-4
700.0,700.0,0.00500552
701.0,701.0,8.101365E-6
702.0,702.0,0.004747225
703.0,703.0,0.0032186173
704.0,704.0,0.0039176433
705.0,705.0,4.576932E-4
706.0,706.0,5.596914E-5
707.0,707.0,2.259539E-6
708.0,708.0,0.0020680977
709.0,709.0,0.0027631223
710.0,710.0,2.2338377E-4
711.0,711.0,1.4337995E-4
712.0,712.0,2.5254692E-5
713.0,713.0,0.009762105
714.0,714.0,4.3334774E-4
715.0,715.0,0.008368959
716.0,716.0,0.0016570748
717.0,717.0,0.64562774
718.0,718.0,0.0046990607
719.0,719.0,0.0042510848
720.0,720.0,3.0073675E-4
721.0,721.0,4.913804E-5
722.0,722.0,0.017572891
723.0,723.0,1.5951895E-4
724.0,724.0,0.0045600384
725.0,725.0,0.6031878
726.0,726.0,0.008615642
727.0,727.0,0.006981085
728.0,728.0,0.047508363
729.0,729.0,0.0061197
730.0,730.0,0.0015266505
731.0,731.0,0.64944816
732.0,732.0,0.0037545564
733.0,733.0,0.019592628
734.0,734.0,0.0020783788
735.0,735.0,2.6682362E-6
736.0,736.0,0.004647022
737.0,737.0,0.48168737
738.0,738.0,0.008189465
739.0,739.0,0.0019037583
740.0,740.0,9.980443E-5
741.0,741.0,3.2367916E-5
742.0,742.0,0.578275
743.0,743.0,1.701787E-4
744.0,744.0,3.4259244E-7
745.0,745.0,1.19918266E-4
746.0,746.0,0.004041596
747.0,747.0,0.020634387
748.0,748.0,0.006173783
749.0,749.0,4.020381E-4
750.0,750.0,2.6300195E-5
751.0,751.0,1.1028304E-5
752.0,752.0,0.54115695
753.0,753.0,0.5434051
754.0,754.0,0.01621903
755.0,755.0,0.045378044
756.0,756.0,0.005440159
757.0,757.0,0.7529597
758.0,758.0,1.4759599E-5
759.0,759.0,0.05582098
760.0,760.0,0.022394417
761.0,761.0,1.937258E-5
762.0,762.0,2.6902478E-4
763.0,763.0,0.20508197
764.0,764.0,0.2794047
765.0,765.0,0.0011773475
766.0,766.0,3.6865564E-5
767.0,767.0,2.9079936E-6
768.0,768.0,4.769704E-4
769.0,769.0,4.0313829E-4
770.0,770.0,0.001503393
771.0,771.0,0.48732004
772.0,772.0,0.0023739042
773.0,773.0,0.0019161665
774.0,774.0,0.011097588
775.0,775.0,5.2831238E-5
776.0,776.0,5.540153E-6
777.0,777.0,0.022388345
778.0,778.0,0.012170997
779.0,779.0,0.6291537
780.0,780.0,4.473919E-5
781.0,781.0,3.808408E-5
782.0,782.0,0.0036726228
783.0,783.0,0.7750792
784.0,784.0,0.0053889663
785.0,785.0,0.0013514399
786.0,786.0,3.9142178E-4
787.0,787.0,9.936907E-4
788.0,788.0,3.0181527E-5
789.0,789.0,4.829248E-5
790.0,790.0,1.9056979E-4
791.0,791.0,3.0497038E-5
792.0,792.0,7.6787255E-5
793.0,793.0,0.065196835
794.0,794.0,0.0047245445
795.0,795.0,0.00561697
796.0,796.0,0.5715689
797.0,797.0,0.0030185492
798.0,798.0,0.022562947
799.0,799.0,0.0059319427
800.0,800.0,0.48090187
801.0,801.0,0.029137915
802.0,802.0,0.03770036
803.0,803.0,3.740737E-5
804.0,804.0,1.2016569E-6
805.0,805.0,0.0043492704
806.0,806.0,0.0014084905
807.0,807.0,9.898421E-7
808.0,808.0,8.2489896E-5
809.0,809.0,1.12387796E-4
810.0,810.0,0.29534054
811.0,811.0,6.860131E-4
812.0,812.0,0.54295695
813.0,813.0,0.0024218422
814.0,814.0,2.069497E-6
815.0,815.0,1.0120418E-4
816.0,816.0,0.0045881704
817.0,817.0,0.0027282755
818.0,818.0,0.06576846
819.0,819.0,0.01963953
820.0,820.0,0.02614226
821.0,821.0,1.5541996E-4
822.0,822.0,8.4211555E-4
823.0,823.0,0.14641954
824.0,824.0,0.0057379487
825.0,825.0,0.15520822
826.0,826.0,1.6481927E-5
827.0,827.0,3.375452E-4
828.0,828.0,0.0010896692
829.0,829.0,1.6200866E-4
830.0,830.0,3.735711E-4
831.0,831.0,0.020024084
832.0,832.0,0.0072677075
833.0,833.0,3.942467E-6
834.0,834.0,6.5495486E-5
835.0,835.0,0.1466664
836.0,836.0,0.008852914
837.0,837.0,0.0033913783
838.0,838.0,0.027049895
839.0,839.0,0.0012657236
840.0,840.0,0.5248795
841.0,841.0,0.49570143
842.0,842.0,6.0245857E-6
843.0,843.0,1.0981123E-4
844.0,844.0,0.005844315
845.0,845.0,1.7923776E-4
846.0,846.0,0.013322538
847.0,847.0,0.004541982
848.0,848.0,0.008593726
849.0,849.0,0.04916708
850.0,850.0,4.043128E-5
851.0,851.0,0.0034931467
852.0,852.0,0.0017835052
853.0,853.0,0.006084106
854.0,854.0,3.426852E-4
855.0,855.0,4.6755304E-4
856.0,856.0,0.43831754
857.0,857.0,0.012111452
858.0,858.0,0.006470044
859.0,859.0,0.0045443084
860.0,860.0,1.4611856E-5
861.0,861.0,0.0100438
862.0,862.0,0.035351526
863.0,863.0,0.0057633757
864.0,864.0,0.01778138
865.0,865.0,5.9232867E-4
866.0,866.0,0.0013639338
867.0,867.0,0.009502979
